rank,researcher,institution,publications,theses,citations,research_score
398,JS,CMR Institute of Technology,22,0,137,50.85
399,Swathi,CMR Institute of Technology,23,0,96,50.8
400,Ashutosh Mohanty,Indian Institute of Science Bangalore,19,0,255,50.75
401,P Vijay Kumar,Indian Institute of Science Bangalore,20,0,215,50.75
402,N Sundararajan,Indian Institute of Science Bangalore,21,0,170,50.5
403,Nanditha Rao,International Institute of Information Technology Bangalore,24,0,50,50.5
404,V Leela,PES University,17,0,329,50.45
405,Dinkar Sitaram,PES University,22,0,127,50.35
406,Atul H Chokshi,Indian Institute of Science Bangalore,17,0,326,50.3
407,Sandeep Kumar,Indian Institute of Science Bangalore,20,0,205,50.25
408,Sundaram Thangavelu,Indian Institute of Science Bangalore,24,0,43,50.15
409,R Vidya Sagar,Indian Institute of Science Bangalore,21,0,160,50.0
410,Debasish Sarkar,Indian Institute of Science Bangalore,11,0,560,50.0
411,Kavitha Sooda,B.M.S. College of Engineering,25,0,0,50.0
412,Anirudh Udupa,Indian Institute of Science Bangalore,21,0,159,49.95
413,Alqahtani,CMR Institute of Technology,20,0,198,49.9
414,Nath Singh,CMR Institute of Technology,22,0,118,49.9
415,S Srinivasa Murthy,Indian Institute of Science Bangalore,16,0,356,49.8
416,Amlan Kar,Indian Institute of Science Bangalore,15,0,396,49.8
417,Manoj M Varma,Indian Institute of Science Bangalore,23,0,76,49.8
418,Kaustav Roy,Indian Institute of Science Bangalore,18,1,215,49.75
419,Medha Dandu,Indian Institute of Science Bangalore,17,1,252,49.6
420,Aditay Tripathi,Indian Institute of Science Bangalore,10,1,530,49.5
421,B Thangaraju,International Institute of Information Technology Bangalore,22,0,110,49.5
422,Tanay Pathak,Indian Institute of Science Bangalore,17,0,310,49.5
423,Shuvrangshu Jana,Indian Institute of Science Bangalore,23,0,68,49.4
424,K Sai Jyotheender,Indian Institute of Science Bangalore,16,0,347,49.35
425,Aishwarya V Menon,Indian Institute of Science Bangalore,12,0,505,49.25
426,Amritanand Sebastian,Indian Institute of Science Bangalore,1,0,944,49.2
427,Aaron D Franklin,Indian Institute of Science Bangalore,1,0,944,49.2
428,Connor J McClellan,Indian Institute of Science Bangalore,1,0,944,49.2
429,Eric Pop,Indian Institute of Science Bangalore,1,0,944,49.2
430,Saptarshi Das,Indian Institute of Science Bangalore,1,0,944,49.2
431,Shikha Tripathi,PES University,24,0,23,49.15
432,A G Ramakrishnan,Indian Institute of Science Bangalore,21,0,143,49.15
433,Govindasamy Mugesh,Indian Institute of Science Bangalore,9,0,622,49.1
434,Rajeev Kumar Jain,Indian Institute of Science Bangalore,16,0,342,49.1
435,Mriganka Ghosh Majumder,Indian Institute of Science Bangalore,18,1,202,49.1
436,B Shilpa,PES University,15,1,320,49.0
437,Prathuri,CMR Institute of Technology,21,0,140,49.0
438,Atreyee Kundu,Indian Institute of Science Bangalore,22,0,100,49.0
439,Kumari Sushmita,Indian Institute of Science Bangalore,14,0,419,48.95
440,Baladitya Suri,Indian Institute of Science Bangalore,14,0,419,48.95
441,Sneha Sharma,Dayananda Sagar College of Engineering,17,0,298,48.9
442,Subhashish Bhattacharya,Indian Institute of Science Bangalore,18,0,252,48.6
443,Subroto Mukerjee,Indian Institute of Science Bangalore,20,0,172,48.6
444,Baptiste Gault,Indian Institute of Science Bangalore,5,0,772,48.6
445,Abhishek Mukhopadhyay,Indian Institute of Science Bangalore,20,0,168,48.4
446,M Joy Thomas,Indian Institute of Science Bangalore,23,0,48,48.4
447,Saurabh Kumar Gupta,Indian Institute of Science Bangalore,17,1,224,48.2
448,Srivastava,CMR Institute of Technology,23,0,44,48.2
449,Debanjan Das,Indian Institute of Science Bangalore,11,1,464,48.2
450,Srinivasan Natarajan,Indian Institute of Science Bangalore,20,0,163,48.15
451,Sayan Paul,Indian Institute of Science Bangalore,19,1,141,48.05
452,Karthikeya G S,B.M.S. College of Engineering,24,0,0,48.0
453,S Pratibha,B.M.S. College of Engineering,24,0,0,48.0
454,Shobha T,B.M.S. College of Engineering,24,0,0,48.0
455,Namratha M,B.M.S. College of Engineering,24,0,0,48.0
456,Ananth Ramaswamy,Indian Institute of Science Bangalore,21,0,117,47.85
457,Rohit Kumar,Indian Institute of Science Bangalore,14,0,394,47.7
458,PP Bhattacharjee,Indian Institute of Science Bangalore,13,0,432,47.6
459,Varadharajan Sridhar,International Institute of Information Technology Bangalore,22,0,69,47.45
460,Ganesh R Chate,PES University,17,0,269,47.45
461,K Deva Arun Kumar,Indian Institute of Science Bangalore,13,0,426,47.3
462,Jyothsna Konkada Manattayil,Indian Institute of Science Bangalore,22,0,66,47.3
463,Sagar Nilawar,Indian Institute of Science Bangalore,17,0,266,47.3
464,Sathiskumar A Ponnusami,Indian Institute of Science Bangalore,18,0,223,47.15
465,Pushpak Jagtap,Indian Institute of Science Bangalore,21,0,103,47.15
466,KVS Hari,Indian Institute of Science Bangalore,20,0,143,47.15
467,Yadav,CMR Institute of Technology,22,0,62,47.1
468,Siva Umapathy,Indian Institute of Science Bangalore,13,0,422,47.1
469,Avanish Mishra,Indian Institute of Science Bangalore,6,0,700,47.0
470,R Jayashree,PES University,21,0,100,47.0
471,VS,CMR Institute of Technology,22,0,57,46.85
472,Anshu Pandey,Indian Institute of Science Bangalore,21,0,96,46.8
473,K Sengupta,Indian Institute of Science Bangalore,13,0,416,46.8
474,Utsav Banerjee,Indian Institute of Science Bangalore,21,0,95,46.75
475,Santanu Bhattacharya,Indian Institute of Science Bangalore,14,0,373,46.65
476,Arkaprava Basu,Indian Institute of Science Bangalore,18,0,212,46.6
477,Surajit Kalita,Indian Institute of Science Bangalore,18,0,212,46.6
478,Anand Louis,Indian Institute of Science Bangalore,19,0,171,46.55
479,C M Chandrashekar,Indian Institute of Science Bangalore,21,0,90,46.5
480,Asha,CMR Institute of Technology,22,0,49,46.45
481,Subrahmanyam Duvvuri,Indian Institute of Science Bangalore,19,0,169,46.45
482,HN Reddappa,International Institute of Information Technology Bangalore,18,0,208,46.4
483,V Arvind Rameshwar,Indian Institute of Science Bangalore,21,1,27,46.35
484,Arnab Kabiraj,Indian Institute of Science Bangalore,14,1,307,46.35
485,Jyoti Ranjan Pradhan,Indian Institute of Science Bangalore,16,1,225,46.25
486,SR,CMR Institute of Technology,21,0,84,46.2
487,Radhika K R,B.M.S. College of Engineering,23,0,0,46.0
488,Selva kumar S,B.M.S. College of Engineering,23,0,0,46.0
489,Chandrashekhar Pomu Chavan,PES University,22,0,39,45.95
490,Sumana Kumar,Indian Institute of Science Bangalore,16,0,279,45.95
491,Balan,CMR Institute of Technology,18,0,198,45.9
492,Aveek Bid,Indian Institute of Science Bangalore,19,0,158,45.9
493,Akanksha,CMR Institute of Technology,18,0,198,45.9
494,B C Prasannakumara,International Institute of Information Technology Bangalore,8,0,596,45.8
495,Rose Mary Augustine,Indian Institute of Science Bangalore,5,0,715,45.75
496,Singhal,CMR Institute of Technology,11,0,475,45.75
497,Nagaraj G Cholli,R V College of Engineering,22,0,34,45.7
498,Ratikanta Behera,Indian Institute of Science Bangalore,20,0,114,45.7
499,Srikanth Raj Chetupalli,Indian Institute of Science Bangalore,12,1,374,45.7
500,Arnab De,Indian Institute of Science Bangalore,16,1,213,45.65
501,GSVL Narasimham,Indian Institute of Science Bangalore,20,0,113,45.65
502,Vimal Edachery,Indian Institute of Science Bangalore,16,1,212,45.6
503,Baligidad,CMR Institute of Technology,19,0,152,45.6
504,Dipanjan Gope,Indian Institute of Science Bangalore,22,0,32,45.6
505,Yudhajit Bhattacharjee,Indian Institute of Science Bangalore,8,1,531,45.55
506,R Rakesh,Indian Institute of Science Bangalore,17,1,170,45.5
507,Viphretuo Mere,Indian Institute of Science Bangalore,19,1,90,45.5
508,Gadadhar Misra,Indian Institute of Science Bangalore,22,0,30,45.5
509,Venkatesh Babu Radhakrishnan,Indian Institute of Science Bangalore,14,0,349,45.45
510,Brian Jeevan Fernandes,Indian Institute of Science Bangalore,15,0,309,45.45
511,Jayaprabakar,CMR Institute of Technology,19,0,149,45.45
512,Anand M Shivapuji,Indian Institute of Science Bangalore,17,0,226,45.3
513,Rakshitha Kallega,Indian Institute of Science Bangalore,20,0,106,45.3
514,Subinoy Rana,Indian Institute of Science Bangalore,16,0,264,45.2
515,Vamsi Pritham Pingali,Indian Institute of Science Bangalore,20,0,103,45.15
516,Monoj Kumar Singha,Indian Institute of Science Bangalore,16,0,263,45.15
517,Sasirekha GVK,International Institute of Information Technology Bangalore,20,0,102,45.1
518,Rajesh Sundaresan,Indian Institute of Science Bangalore,21,0,60,45.0
519,Ramray Bhat,Indian Institute of Science Bangalore,19,0,139,44.95
520,R Narasimhan,Indian Institute of Science Bangalore,18,0,178,44.9
521,Namrata Singh,Indian Institute of Science Bangalore,7,0,616,44.8
522,Michael L Crawford,Indian Institute of Science Bangalore,2,0,816,44.8
523,Yasser A Hassan,Indian Institute of Science Bangalore,2,0,816,44.8
524,Samir Mandal,Indian Institute of Science Bangalore,19,0,135,44.75
525,Ad,CMR Institute of Technology,18,0,173,44.65
526,Akhand Pratap Singh,Indian Institute of Science Bangalore,17,1,153,44.65
527,MV,CMR Institute of Technology,19,0,132,44.6
528,L R D Murthy,Indian Institute of Science Bangalore,15,1,232,44.6
529,Praveen,CMR Institute of Technology,10,0,490,44.5
530,Kaushal Verma,Indian Institute of Science Bangalore,21,0,47,44.35
531,Akshat Joshi,Indian Institute of Science Bangalore,14,0,327,44.35
532,Sandesh Rao Mattu,Indian Institute of Science Bangalore,16,1,182,44.1
533,Archana Kaushalram,Indian Institute of Science Bangalore,18,0,161,44.05
534,Sanjiv Sambandan,Indian Institute of Science Bangalore,19,0,120,44.0
535,Saurabh Kumar Srivastav,Indian Institute of Science Bangalore,13,0,360,44.0
536,Lalitha S,B.M.S. College of Engineering,22,0,0,44.0
537,Chandra Shekara G,B.M.S. College of Engineering,22,0,0,44.0
538,Jyothi S Nayak,B.M.S. College of Engineering,22,0,0,44.0
539,Rajeshwari B S,B.M.S. College of Engineering,22,0,0,44.0
540,Joy Kuri,Indian Institute of Science Bangalore,21,0,37,43.85
541,D Nagesh Kumar,Indian Institute of Science Bangalore,17,0,196,43.8
542,Bharadwaj Amrutur,Indian Institute of Science Bangalore,19,0,115,43.75
543,R S Prasobh Sankar,Indian Institute of Science Bangalore,16,0,234,43.7
544,Udaya Kumar,Indian Institute of Science Bangalore,21,0,34,43.7
545,Athul Joseph,Indian Institute of Science Bangalore,12,1,334,43.7
546,Subhendu Mishra,Indian Institute of Science Bangalore,19,0,114,43.7
547,Rahul Gupta,Indian Institute of Science Bangalore,13,1,293,43.65
548,Suman Sarkar,Indian Institute of Science Bangalore,13,0,352,43.6
549,MB,CMR Institute of Technology,20,0,71,43.55
550,M Revanasiddappa,PES University,18,0,151,43.55
551,Naveen Goyal,Indian Institute of Science Bangalore,19,0,111,43.55
552,Saswat Choudhury,Indian Institute of Science Bangalore,12,1,330,43.5
553,Thirupathi Gudi,Indian Institute of Science Bangalore,19,0,110,43.5
554,A Vinay,PES University,20,0,67,43.35
555,Sampath Parasuram,Indian Institute of Science Bangalore,16,0,227,43.35
556,S N Omkar,Indian Institute of Science Bangalore,19,0,107,43.35
557,A K Shukla,Indian Institute of Science Bangalore,15,0,267,43.35
558,Sravanti Addepalli,Indian Institute of Science Bangalore,14,1,246,43.3
559,V R Sanal Kumar,Indian Institute of Science Bangalore,18,0,146,43.3
560,Muhammad Faisal,PES University,11,0,426,43.3
561,L Sunil Chandran,Indian Institute of Science Bangalore,21,0,24,43.2
562,V Ramasubramanian,International Institute of Information Technology Bangalore,20,0,64,43.2
563,Kamisetti N V Prasad,Indian Institute of Science Bangalore,18,0,143,43.15
564,S K Mouleeswaran,Dayananda Sagar College of Engineering,19,0,101,43.05
565,Anindya Deb,Indian Institute of Science Bangalore,19,0,101,43.05
566,Gautam Hegde,Indian Institute of Science Bangalore,16,1,160,43.0
567,Aiswarya Abhisek Mohapatra,Indian Institute of Science Bangalore,15,0,260,43.0
568,Anupam Mishra,Indian Institute of Science Bangalore,16,1,159,42.95
569,Sujit Das,Indian Institute of Science Bangalore,15,0,259,42.95
570,Rinkle Juneja,Indian Institute of Science Bangalore,10,0,458,42.9
571,Abhik Choudhury,Indian Institute of Science Bangalore,18,0,135,42.75
572,Anand Mishra,Indian Institute of Science Bangalore,10,0,454,42.7
573,HM Shashanka,Indian Institute of Science Bangalore,13,0,334,42.7
574,Arnab Rai Choudhuri,Indian Institute of Science Bangalore,18,0,133,42.65
575,Jong Hyun Park,Indian Institute of Science Bangalore,1,0,812,42.6
576,Jeongjae Lee,Indian Institute of Science Bangalore,1,0,812,42.6
577,Rajendra,CMR Institute of Technology,15,0,252,42.6
578,G S Nagaraja,R V College of Engineering,20,0,51,42.55
579,Shriparna Mukherjee,Indian Institute of Science Bangalore,14,0,288,42.4
580,B Ananthanarayan,Indian Institute of Science Bangalore,18,0,128,42.4
581,Lima Agnel Tony,Indian Institute of Science Bangalore,17,1,106,42.3
582,B Venkata Manoj Kumar,Indian Institute of Science Bangalore,20,0,45,42.25
583,Lakshmi,CMR Institute of Technology,19,0,83,42.15
584,Sayantan Mondal,Indian Institute of Science Bangalore,15,0,243,42.15
585,Geethu Joseph,Indian Institute of Science Bangalore,18,1,63,42.15
586,Surendra H H,B.M.S. College of Engineering,21,0,0,42.0
587,Shubham Agrawal,Indian Institute of Science Bangalore,17,1,99,41.95
588,Sougata Mukherjee,Indian Institute of Science Bangalore,16,1,136,41.8
589,Sarthak Das,Indian Institute of Science Bangalore,13,1,256,41.8
590,Punit Singh,Indian Institute of Science Bangalore,17,0,155,41.75
591,PV,CMR Institute of Technology,19,0,75,41.75
592,Sashikumaar Ganesan,Indian Institute of Science Bangalore,20,0,34,41.7
593,V Susheela Devi,Indian Institute of Science Bangalore,19,0,73,41.65
594,S Kasthurirengan,Indian Institute of Science Bangalore,19,0,73,41.65
595,Gaurav Kumar Nayak,Indian Institute of Science Bangalore,15,1,173,41.65
596,Rubini,CMR Institute of Technology,19,0,73,41.65
597,Furqan A Bhat,Indian Institute of Science Bangalore,12,1,293,41.65
598,Anirudha Karati,Indian Institute of Science Bangalore,13,0,312,41.6
599,K Saara,Dayananda Sagar College of Engineering,16,0,191,41.55
600,Prabhat Kumar,Indian Institute of Science Bangalore,14,0,271,41.55
601,Rahul Kumar,Indian Institute of Science Bangalore,9,0,471,41.55
602,M S Sunita,PES University,20,0,31,41.55
603,PN Anantharamaiah,Indian Institute of Science Bangalore,13,0,311,41.55
604,Arul Varman Kesavan,Indian Institute of Science Bangalore,16,0,188,41.4
605,Pillai,CMR Institute of Technology,17,0,147,41.35
606,Ankit Soni,Indian Institute of Science Bangalore,13,1,244,41.2
607,Sivaraman Eswaran,PES University,15,0,223,41.15
608,S A Shivashankar,Indian Institute of Science Bangalore,17,0,142,41.1
609,S Nagasundari,PES University,19,0,60,41.0
610,Ajith Sukumaran,Indian Institute of Science Bangalore,18,0,99,40.95
611,Sushma Indrakumar,Indian Institute of Science Bangalore,10,1,359,40.95
612,Gerda Rogl,Indian Institute of Science Bangalore,14,0,258,40.9
613,Diptikanta Swain,Indian Institute of Science Bangalore,15,0,218,40.9
614,TS Sunil Kumar Naik,Indian Institute of Science Bangalore,12,0,338,40.9
615,Debayan Dasgupta,Indian Institute of Science Bangalore,15,0,217,40.85
616,Vikram Nitin,Indian Institute of Science Bangalore,4,0,656,40.8
617,Anjana A Mahesh,Indian Institute of Science Bangalore,18,1,36,40.8
618,Ujjval Bansal,Indian Institute of Science Bangalore,17,1,75,40.75
619,Sai Siva Gorthi,Indian Institute of Science Bangalore,18,0,94,40.7
620,H R Krishnamurthy,Indian Institute of Science Bangalore,15,0,212,40.6
621,Suja Elizabeth,Indian Institute of Science Bangalore,18,0,92,40.6
622,S Ramakrishnan,Indian Institute of Science Bangalore,17,0,132,40.6
623,Prasad,CMR Institute of Technology,18,0,91,40.55
624,Ranjan Kumar Patel,Indian Institute of Science Bangalore,16,0,170,40.5
625,Jaywant H Arakeri,Indian Institute of Science Bangalore,18,0,89,40.45
626,Mit H Naik,Indian Institute of Science Bangalore,11,0,367,40.35
627,Titir Dutta,Indian Institute of Science Bangalore,13,1,225,40.25
628,Aneesh Dash,Indian Institute of Science Bangalore,17,1,64,40.2
629,N Rajesh Mathivanan,PES University,19,0,44,40.2
630,Sambaran Bandyopadhyay,Indian Institute of Science Bangalore,11,1,303,40.15
631,Manju Solra,Indian Institute of Science Bangalore,13,1,222,40.1
632,Sahoo,CMR Institute of Technology,15,0,202,40.1
633,AK,CMR Institute of Technology,17,0,122,40.1
634,Adyasha Aparimita,Indian Institute of Science Bangalore,12,0,320,40.0
635,R J Punith Gowda,International Institute of Information Technology Bangalore,6,0,560,40.0
636,Nindra Sekhar,B.M.S. College of Engineering,20,0,0,40.0
637,Shobana T S,B.M.S. College of Engineering,20,0,0,40.0
638,R Naveen Kumar,International Institute of Information Technology Bangalore,6,0,560,40.0
639,S V Raghurama Rao,Indian Institute of Science Bangalore,19,0,39,39.95
640,Behera,CMR Institute of Technology,18,0,77,39.85
641,Sudhanshu Tiwari,Indian Institute of Science Bangalore,14,1,177,39.85
642,Mitjan Kalin,Indian Institute of Science Bangalore,19,0,36,39.8
643,Chetan,CMR Institute of Technology,19,0,35,39.75
644,VN,CMR Institute of Technology,18,0,75,39.75
645,Gunasekaran Manogaran,R V College of Engineering,5,0,595,39.75
646,Tiwari,CMR Institute of Technology,17,0,114,39.7
647,JR,CMR Institute of Technology,17,0,113,39.65
648,N S Kumar,PES University,19,0,31,39.55
649,D Singh,Indian Institute of Science Bangalore,16,0,149,39.45
650,Akhil R Chakravarty,Indian Institute of Science Bangalore,12,0,309,39.45
651,Paturu Kondaiah,Indian Institute of Science Bangalore,11,0,348,39.4
652,Ashutosh Srivastava,Indian Institute of Science Bangalore,12,1,248,39.4
653,Praveen Kumar Pokala,Indian Institute of Science Bangalore,16,1,86,39.3
654,Olu Emmanuel Femi,Indian Institute of Science Bangalore,16,0,145,39.25
655,K B Akhilesh,Indian Institute of Science Bangalore,17,0,105,39.25
656,K Nomita Devi,Indian Institute of Science Bangalore,15,0,185,39.25
657,Jyoti Shetty,R V College of Engineering,16,1,84,39.2
658,Nesta Benno Joseph,Indian Institute of Science Bangalore,15,0,183,39.15
